Book,Exam,Number,ID,Subject,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation
,,Sensory Cortex,,Physiology,Nervous System,A person touches their skin and can precisely determine the location of the stimulus. Which brain region is responsible for this localization?,Primary motor cortex,Thalamus (VPL),Primary somatosensory cortex (postcentral gyrus),Cerebellum,None of them,C,"Area 3,1,2 localizes touch sensation precisely."
,,Blood-Brain Barrier,,Physiology,Nervous System,A pharmacology researcher studies drug entry into the CNS. Which barrier component MOST determines which molecules can enter circulating CNS fluid?,Endothelial tight junctions,Astrocyte foot processes,Basement membrane,Fenestrated vessels,None of them,A,Blood-Brain Barrier integrity is primarily due to tight junctions between capillary endothelial cells.
,,Motor Control,,Physiology,Nervous System,A professional football player is seen in a sports science study while running and dribbling the ball with precision. Which of the following neural functions is primarily responsible for his dexterity and accuracy?,Integration of sensory feedback during movement,Planning and execution of voluntary movement,Activation of higher a-adrenergic receptors,Planning of involuntary movement,Vestibular reflex stabilization,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>This describes the function of the <b>Cerebellum</b>. The cerebellum acts as a comparator; it integrates <b>sensory feedback</b> (proprioception) with the motor command to error-correct in real-time. This ensures <b>coordination, precision, and dexterity</b>.<br><br><b>Option B:</b> Planning and execution is primarily the Motor Cortex and Basal Ganglia, but the <i>fine-tuning</i> for accuracy is cerebellar."
,,Motor Control,,Physiology,Nervous System,A professional pianist practices daily. Which brain function is primarily responsible for the accuracy of his voluntary movements?,Planning and execution of voluntary movement,Muscle tone regulation,Postural maintenance,Integration of sensory feedback,None of them,A,The planning and precise execution of complex voluntary movements (like piano playing) involves the premotor cortex and cerebellum (planning/coordination). Answer A fits best.
,,Hearing,,Physiology,Nervous System,"A student's name is called by teacher, he turned his head in the direction of sound. Which part is involved in localisation of source of hearing?",Superior salivary nucleus,Inferior colliculus,Superior colliculus,Associater auditory area,None of them,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br>The <b>Inferior Colliculus</b> is the midbrain center responsible for the <b>Localization of Sound</b> and auditory reflexes."
,,Autonomic Nervous System,,Physiology,Nervous System,Activation of parasympathetic system will cause?,Ejaculation,Mydriasis,Bronchoconstriction,Sweating,None,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br>Parasympathetic stimulation (Vagus) causes constriction of bronchial smooth muscle (<b>Bronchoconstriction</b>). Ejaculation, Mydriasis, and Sweating are Sympathetic functions."
,,Cerebral Cortex,,Physiology,Nervous System,"After head trauma, patient presents with motor weakness on the contralateral side of the body. Which specific brodmann's area of cerebral cortex is involved:",2,4,44,7,22,B,"Brodmann's Area 4 is the Primary Motor Cortex, and damage here directly results in weakness or paralysis of muscles on the opposite side of the body."
,,Limbic System,,Physiology,Nervous System,Ahmed felt elated and happy after his psychology presentation was well received. The nuclei primarily involved in generating this emotional response lie in:,Ventromedial nucleus of hypothalamus (VMH),Ventral tegmental area / lateral hypothalamus (VLL),Medial preoptic nucleus,Posterior preoptic nucleus,None of them,C,"Explanation: Medial preoptic nucleus plays a key role in reward, motivation, and positive emotional responses."
,,Cerebral Circulation,,Physiology,Nervous System,Brain CSF production depends upon:,Cerebral metabolism,Oxygen supply of the brain,Metabolism,Respiration drive,None of them,B,"Explanation: CSF production is a continuous process generated by the choroid plexus via active transport, and it is most directly sensitive to the cerebral blood flow and oxygen supply of the brain. If oxygen supply drops, CSF production is quickly impaired."
,,Hypothalamus,,Physiology,Nervous System,Excessive thirst/drinking is associated with damage of which of the following nucleus of hypothalamus?,Supraoptic nucleus,Ventromedial nucleus,Dorsomedial nucleus,Paraventricular nucleus,None of them,A,
,,Pain Pathways,,Physiology,Nervous System,Fast pain fibres are:,B fibres,C fibers,A beta,A delta,None of them,D,
,,Reflexes,,Physiology,Nervous System,"In a reflex arc where excessive muscle tension is regulated to prevent injury, which structure provides the afferent signal about muscle force to the central nervous system?",Muscle Spindles,Pacinian corpuscles,Golgi tendon organs,Meissner's corpuscles,None of them,C,Golgi tendon organs are proprioceptors located in the tendons that sense changes in muscle tension or force and initiate the protective inverse myotatic reflex.
,,Sleep and Wakefulness,,Physiology,Nervous System,"In an electroencephalogram, which type of wave is typically recorded when a person is awake, conscious, and relaxed with their eyes closed?",Theta wave,Delta wave,Alpha wave,Gamma wave,None of them,C,"Alpha waves (8-13 Hz) are characteristic of a relaxed, awake state with mental rest and eyes closed."
,,Hypothalamus,,Physiology,Nervous System,Injury to lateral hypothalamus will cause,Increases appetite,No effect on hunger,Decreases hunger,Increases hunger for carbohydrates,None of them,C,
,,Acetylcholine,,Physiology,Nervous System,Neurotransmitter at Parasympathetic Post Ganglionic fibers is?,Acetylcholine,Nor Epinephrine,Epinephrine,Serotonin,Glutamine,A,The neurotransmitter released by all postganglionic parasympathetic neurons onto their target organs is Acetylcholine (ACh).
,,Cardiovascular Regulation,,Physiology,Nervous System,"Patient unconscious for 30mins after accident is brought to ER, he is pale with cold clammy skin, pulse rapid and thread, MAP is less than 50mmhg PO2 below 60mmHg, what will provide rapid response?",Cushing reflex,Baroreceptor reflex,Chemoreceptor reflex,CNS ischemic response,Brain bridge reflex,D,
,,Sensory Receptors,,Physiology,Nervous System,Rapidly adapting receptors?,Ruffini endings,Hair-end receptors,Golgi tendon organ,Merkel cells,None of them,B,Hair-end receptors and Meissner/Pacinian are rapidly adapting.
,,Hearing,,Physiology,Nervous System,Student turns head toward sound when name called. Which structure localizes sound?,Superior salivary nucleus,Inferior colliculus,Superior colliculus,Associative auditory area,None,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br>The <b>Inferior Colliculus</b> (Midbrain) is a key relay center in the auditory pathway. It is responsible for <b>Auditory Reflexes</b> (like turning the head towards a sound) and sound localization.<br><br><b>Option C:</b> Superior colliculus controls visual reflexes."
,,Sensory Receptors,,Physiology,Nervous System,Tactile receptors maximum at tip of finger. Which tactile receptor is most concentrated at fingertips?,Meissner,Pacinian,Merkel disc,Ruffini,None of them,A,Meissner corpuscles are most numerous in hairless skin (fingertips) for fine touch.
,,Hypothalamus,,Physiology,Nervous System,The nuclei responsible for hunger and satiety are located in which part of the brain?,Hypothalamus,Thalamus,Anterior pituitary,Basal ganglia,None of them,A,"The main control centers for appetite, energy expenditure, and food intake (hunger and satiety) are located within the Hypothalamus. The Lateral Hypothalamic Nucleus is often called the ""feeding center"" The Ventromedial Hypothalamic Nucleus is often called the ""satiety center""."
,,Sensory Pathways,,Physiology,Nervous System,The sense of vibration is carried to the brain through which of the following?,DCML,Nucleus gracilis,Anterolateral column,Anterior spinothalamic,Nucleus cuneatus,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 The sense of vibration, fine touch, and proprioception is carried by the Dorsal Column Medial Lemniscus (DCML) pathway.
 
 <b>Option B, E:</b> Nucleus gracilis and cuneatus are relay nuclei within the DCML system.
 
 <b>Option C, D:</b> The Anterolateral system/Spinothalamic tract carries pain and temperature."
,,Cerebral Cortex,,Physiology,Nervous System,Which area of the brain integrates visual-spatial information for movement planning?,Primary motor cortex,Primary visual cortex,Motor association area / premotor cortex,Somatosensory cortex,None of them,C,Premotor cortex integrates sensory and visual information to coordinate complex voluntary movements.
,,Hypothalamus,,Physiology,Nervous System,Which hypothalamic nucleus regulates thirst?,Supraoptic nucleus,Ventromedial nucleus,Paraventricular nucleus,Arcuate nucleus,None,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span>
 
 [Note: The **Lateral Hypothalamus** is traditionally cited as the ""Thirst Center."" However, based on the provided key C: The **Paraventricular Nucleus (PVN)** and **Supraoptic Nucleus** contain osmoreceptors and secrete ADH (Vasopressin) to regulate water balance/retention. The PVN integrates signals for fluid homeostasis].
 
 <b>Option A:</b> Supraoptic nucleus also produces ADH and is critical for water balance.
 
 <b>Option B:</b> Ventromedial is the Satiety center.
 
 <b>Option D:</b> Arcuate controls prolactin/GH and appetite."
,,Taste,,Physiology,Nervous System,Which ion channel is primarily responsible for the Sour taste sensation?,Potassium channels,Sodium channels,Calcium channels,Chloride channels,Hydrogen ion channels,E,"<span style=""color: #2e7d32""><b>Option E Correct</b></span><br><b>Sour Taste</b> is triggered by acids (H+ ions). These hydrogen ions enter the taste cell directly through <b>Hydrogen Ion Channels</b> (like ENaC or proton-gated channels) or block potassium channels, leading to depolarization."
,,Sleep and Wakefulness,,Physiology,Nervous System,Which neurotransmitter promotes slow-wave (deep) sleep?,Dopamine,Serotonin,Acetylcholine,GABA,None of them,B,Raphe nuclei (Serotonin) are essential for initiating SWS.
,,Hippocampus,,Physiology,Nervous System,Which of the following brain regions is primarily responsible for memory formation and is affected when memory is impaired?,Hippocampal gyrus,Calcarine sulcus,Cerebral cortex,Midbrain,Amygdala,A,Hippocampal gyrus (hippocampus) is crucial for the formation of new long-term declarative memories (facts and events).
,,Pain,,Physiology,Nervous System,Which of the following is a neuropeptide for pain?,PG,Bradykinin,Substance P,Histamine,None,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span>
 
 Substance P is the specific neuropeptide neurotransmitter released from the terminals of C-fibers (pain fibers) in the spinal cord (dorsal horn) to transmit pain signals.
 
 <b>Option A, B, D:</b> Prostaglandins, Bradykinin, and Histamine are inflammatory mediators, not neuropeptides."
,,Pain,,Physiology,Nervous System,Which of the following is neuropeptide for pain?,PGs,Bradykinin,Substance P,Histamine,None,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br><b>Substance P</b> is the primary <b>Neuropeptide</b> neurotransmitter involved in the transmission of pain signals (nociception) from the periphery to the spinal cord (dorsal horn)."
,,Cerebral Cortex,,Physiology,Nervous System,Which of the following is the function of posterioinferior parietal lobe?,Spatial awareness and sensory integration,Motor coordination,Auditory processing,Hormone regulation,None of them,A,
,,Sensory Processing,,Physiology,Nervous System,Which of the following mechanisms explains directionally selective propagation of DCML and Spinothalamic signals?,Lateral inhibition,Spatial summation,Temporal summation,Adaptation,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 **Lateral Inhibition** is the process where an excited neuron inhibits its neighbors. This sharpens the contrast in the sensory signal, allowing for precise localization (Two-point discrimination) and edge detection in the DCML pathway.
 
 <b>Option B, C:</b> Summation refers to signal integration strength, not spatial sharpening."
,,Neurotransmitters,,Physiology,Nervous System,Which of the following neurotransmitters is associated with excitotoxicity?,GABA,Dopamine,Glutamate,Serotonin,None of them,C,
,,Sensory Receptors,,Physiology,Nervous System,"Which receptor cell type detects deep pressure, vibration 60-300 Hz?",Meissner corpuscles,Hair follicle receptors,Pacinian corpuscles,Merkel cells,None of them,C,Pacinian corpuscles detect deep pressure and high-frequency vibration.
,,Hypothalamus,,Physiology,Nervous System,Which region of the brain is the primary central regulatory center for fundamental homeostatic drives?,Thalamus,Medulla Oblongata,Cerebellum,Hypothalamus,None of them,D,"The hypothalamus is the brain region responsible for maintaining homeostasis and regulating vital functions like appetite, fluid balance (thirst), and thermoregulation."
,,Nerve Fibers,,Physiology,Nervous System,Which somatosensory nerve fibers conduct impulses the fastest?,A-delta,A-alpha,A-beta,C fibers,None of them,B,A-alpha (proprioception/motor) are fastest.
,,,,Physiology,Nervous System,A patient has lost skilled voluntary movements; which descending motor tract is most likely affected?,Spinothalamic tract,Rubrospinal tract,Corticospinal tract,Optic nerve,,C,SK-22
,,,,Physiology,Nervous System,Which brain region primarily mediates memory formation and is impaired when memory loss occurs?,Hippocampal gyrus,Saphenous vein,Midbrain,Cerebral cortex,,A,SK-22
,,,,Physiology,Nervous System,Which fiber type corresponds to preganglionic autonomic nerve fibers?,Type E fibers,Type A fibers,Type B fibers,Type C fibers,,C,SK-22
,,,,Physiology,Nervous System,Tapping the patellar (quadriceps) tendon during assessment causes a sudden leg extension. This movement is:,Peristaltic movement,Involuntary movement,Automatic reflex,Voluntary movement,,C,SK-22
,,,,Physiology,Nervous System,Which structure produces the majority of cerebrospinal fluid?,Pia mater,Choroid plexus,Arachnoid granulations,Pulmonary alveoli,,B,SK-22
,,,,Physiology,Nervous System,Which nerve fibers transmit fast (sharp) pain sensations?,A delta,C fiber,Kappa fiber,A alpha,,A,SK-22
,,,,Physiology,Nervous System,Recording the summed electrical activity from a nerve trunk produces a compound action potential.,Compound action potential,Graded potential,End-plate potential,Cardiac action potential,,A,SK-22
,,,,Physiology,Nervous System,A patient develops perioral tingling and carpopedal spasm after thyroidectomy. This neuromuscular irritability is primarily due to:,Increased insulin secretion,Increased sodium channel opening,Reduced calcium-mediated membrane stabilization,Reduced potassium efflux,,C,SK-22
,,,,Physiology,Nervous System,Which ion contributes most to the resting membrane potential because the membrane is most permeable to it?,Potassium (K+),Sodium (Na+),Chloride (Cl-),Glucose,,A,SK-22
,,,,Physiology,Nervous System,Which nerve fibers primarily transmit touch and pressure sensations?,C fibers,A-delta fibers,A-beta fibers,Photoreceptor rods,,C,SK-22
,,,,Physiology,Nervous System,What is the approximate normal cerebral blood flow in mL per 100 g of brain tissue per minute?,500 mL/100 g/min,50 mL/100 g/min,150 mL/100 g/min,20 mL/100 g/min,,B,SK-22
,,,,Physiology,Nervous System,"After a cerebrovascular accident, a patient has complete loss of voluntary muscle power. Which sensory receptor function is most likely preserved?",Meissner corpuscles,Nociceptors,Pacinian corpuscles,Retinal photoreceptors (rods and cones),,B,SK-22
,,,,Physiology,Nervous System,Which neurotransmitter primarily regulates slow-wave (deep) sleep?,Dopamine,Acetylcholine,Serotonin,Insulin,,C,SK-22
,,,,Physiology,Nervous System,"After extreme cold exposure, a mountaineer develops severe shivering, cutaneous vasoconstriction, and an increased metabolic rate. Which neural center primarily mediates heat conservation and production?",Anterior hypothalamus,Posterior hypothalamus,Medulla oblongata,Occipital lobe,,B,SK-22
,,,,Physiology,Renal System,Constriction of which renal vessel decreases renal blood flow but increases the filtration fraction?,Renal vein,Efferent arteriole,Afferent arteriole,Ureter,,B,SK-22
,,,,Physiology,Renal System,"With complete absence of ADH (central diabetes insipidus) and a GFR of 150 L/day, approximately how much urine would be produced each day?",5–10 L/day,10–20 L/day,1–2 L/day,0.1–0.2 L/day,,B,SK-22
,,,,Physiology,Renal System,"In dehydration, which nephron segment contains the most hypotonic tubular fluid?",Early distal tubule,Thick ascending limb,Renal pelvis,Proximal tubule,,A,SK-22
,,,,Physiology,Renal System,Which hormonal system senses reduced NaCl delivery to the macula densa?,ADH,Aldosterone,Insulin,Renin,,D,SK-22
,,,,Physiology,Renal System,"After a road traffic accident with massive blood loss, which nephron segment helps restore blood pressure to normal?",Thick ascending limb of the loop of Henle,Early DCT,Ureter,Proximal convoluted tubule (PCT),,D,SK-22
,,,,Physiology,Renal System,"During assessment of renal fluid balance, what fraction of filtered water is reabsorbed in the proximal convoluted tubule under normal conditions?",5%,65-70%,90%,25%,,B,SK-22
,,,,Physiology,Renal System,Which hormone primarily modulates sodium and water reabsorption in the distal nephron?,ADH,ANP,Insulin,Aldosterone,,D,SK-22
,,,,Physiology,Renal System,Which of the following decreases the glomerular filtration rate (GFR)?,Afferent arteriole constriction,Increased plasma colloid osmotic pressure,Increased renal blood flow,All of the above,,A,SK-22
,,,,Physiology,Renal System,"In the proximal renal tubule, how is filtered glucose reabsorbed into the epithelial cells and back into the circulation?",Facilitated diffusion,Phagocytosis by proximal tubular cells,Co-transport with sodium,Simple diffusion,,C,SK-22
,,,,Physiology,Renal System,Which nephron segment reabsorbs the largest proportion of filtered water even when ADH is absent?,Loop of Henle,Proximal convoluted tubule,Collecting duct,Renal artery,,B,SK-22
,,,,Physiology,Renal System,"Given plasma and urine PAH concentrations and urine flow rate, which renal parameter can be calculated?",Renal plasma flow,Filtration fraction,Glomerular filtration rate,Renal interstitial pressure,,A,SK-22
,,,,Physiology,Renal System,What effect does increased constriction of the efferent arteriole produce?,Decreased GFR,Increased hydrostatic pressure in glomerulus,Increased pulmonary capillary wedge pressure,Decreased glomerular pressure,,B,SK-22
,,,,Physiology,Renal System,Which aquaporin channel is expressed in the renal collecting duct and regulated by antidiuretic hormone (ADH)?,Aquaporin-4,Hemoglobin,Aquaporin-2,Aquaporin-1,,C,SK-22
,,,,Physiology,Renal System,"During hypovolemic shock, how do renal blood vessels respond?",Vasoconstriction of renal vessels,Vasodilation of afferent arteriole,No change,Calcification of renal arteries,,A,SK-22
,,,,Physiology,Renal System,Which test most accurately measures glomerular filtration rate (GFR) in clinical practice?,PAH clearance,Serum albumin,Creatinine clearance,Serum creatinine,,C,SK-22
,,,,Physiology,Renal System,Transport maximum (Tm) denotes the maximal rate at which renal tubules can transport a substance.,Maximum glomerular filtration rate,Maximum urinary bladder capacity,The threshold above which glucose appears in urine,The point below which all of a substance is reabsorbed,,D,SK-22
,,,,Physiology,Renal System,Which substance is used to measure glomerular filtration rate (GFR)?,Hemoglobin,Ammonia,Inulin,Creatinine,,C,SK-22
,,Water Balance,,Physiology,Renal System,A 30-year-old man presents with polyuria and polydipsia. Laboratory tests show urine osmolality same as plasma osmolality. Which of the following is the most likely mechanism?,Hypoosmolar renal medulla,Hyperosmolar renal medulla,Excess ADH,Obstructive uropathy,Primary polydipsia,B,"Isosthenuria (urine osmolality approx plasma osmolality, about 300 mOsm/kg) means the kidney is unable to concentrate or dilute urine effectively. The key mechanism for concentrating urine is the high solute concentration (hyperosmolarity) in the renal medulla. If the renal medulla is hypoosmolar (or the kidney fails to respond to ADH in the setting of normal ADH), the final collecting duct fluid will equilibrate with the plasma, resulting in isosthenuria."
,,Glomerular Filtration,,Physiology,Renal System,"A 35-year-old man's renal function test shows: Filtration coefficient (Kf): 12 mL/min/mmHg, Net filtration pressure (NFP): 25 mmHg. What is the approximate glomerular filtration rate (GFR)?",150 mL/min,250 mL/min,300 mL/min,350 mL/min,400 mL/min,C,GFR = Kf x NFP. GFR = 12 x 25 = 300 mL/min.
,,Renal Hemodynamics,,Physiology,Renal System,"A 35-year-old patient undergoes testing for renal plasma flow (RPF) using para-aminohippuric acid (PAH) clearance. Urine flow rate, urine PAH concentration, plasma PAH concentration measured. Which formula used to calculate RPF?",RPF = (Plasma concentration x Urine flow) / Urine concentration,RPF = (Urine concentration x Urine flow) / Plasma concentration,RPF = Urine flow / (Urine concentration x Plasma concentration),RPF = Plasma concentration / (Urine concentration x Urine flow),None of them,B,"PAH is almost completely cleared by the kidneys in a single pass. By the clearance principle, RPF can be estimated from PAH clearance using formula: RPF = U_PAH x V / P_PAH."
,,Renal Transport,,Physiology,Renal System,"A 40-year-old patient has a plasma glucose of 250 mg/dL. GFR is known, urine flow is 1 mL/min, and urinary glucose is zero. How can renal glucose reabsorption be calculated?",Reabsorption = Filtration rate - Excretion rate,Reabsorption = Excretion rate - Filtration rate,Reabsorption = Filtration rate x Excretion rate,Reabsorption = Plasma glucose x Urine glucose,None of them,A,"Renal glucose reabsorption is calculated using: R = (GFR x Pglucose) - (Uglucose x V). Since urinary glucose is zero, all filtered glucose is reabsorbed."
,,Calcium Homeostasis,,Physiology,Renal System,A 58-year-old man with chronic kidney disease presents with calf pain and muscle weakness. Laboratory studies reveal elevated serum parathyroid hormone (PTH) levels. Which of the following is a direct effect of PTH on the kidneys in this patient?,Increased calcium excretion,Increased phosphate reabsorption,Increased phosphate excretion,Decreased 1α-hydroxylase activity,Increased bicarbonate reabsorption,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br><b>PTH</b> acts on the kidneys to maintain calcium/phosphate balance. Its direct effects are:<br>1. <b>Increase Phosphate Excretion</b> (inhibition of reabsorption at PCT).<br>2. Increase Calcium Reabsorption (at DCT).<br>3. Stimulate 1-alpha-hydroxylase (activating Vit D).<br><br><b>Option B:</b> PTH <i>decreases</i> phosphate reabsorption (causing phosphaturia)."
,,Water Balance,,Physiology,Renal System,A patient has an impairment in renal water reabsorption due to a defect in the nephron segment impermeable to water. Which part of the nephron is impermeable to water under normal physiological conditions?,Thick ascending limb of the loop of Henle,Proximal convoluted tubule,Descending limb of the loop of Henle,Collecting duct,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>The <b>Thick Ascending Limb</b> of the Loop of Henle is <b>Impermeable to Water</b> but actively reabsorbs solutes (Na/K/2Cl). This creates the medullary concentration gradient and dilutes the urine (""Diluting Segment"")."
,,Renal Function Tests,,Physiology,Renal System,A patient on dialysis twice a week is now considered for a kidney transplant. Which is the best indicator for determining renal function?,PAH,Serum creatinine,Creatinine Clearance,Inulin clearance,None,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span>
 
 In a clinical setting, **Creatinine Clearance** (usually estimated via eGFR) is the standard and most practical method to assess Glomerular Filtration Rate (GFR) and overall renal function.
 
 <b>Option D:</b> **Inulin clearance** is the physiological ""Gold Standard"" for measuring GFR because it is freely filtered and neither secreted nor reabsorbed. However, it is invasive, expensive, and not used for routine clinical assessment. Most exams accept Creatinine Clearance as the ""best"" practical/clinical indicator.
 
 <b>Option A:</b> PAH clearance measures Renal Plasma Flow (RPF).
 
 <b>Option B:</b> Serum creatinine is influenced by muscle mass and is less sensitive than clearance."
,,Renal Pathophysiology,,Physiology,Renal System,A patient presented with hypovolemia after major trauma (BP=80/60) and has markedly decreased urine output. The mechanism is:,Increased renal blood flow,Increased GFR,Decreased renal arterial blood flow,Increased glomerular permeability,None,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span>
 
 In hypovolemic shock, sympathetic activation causes intense vasoconstriction of the renal arterioles to shunt blood to vital organs. This results in **Decreased Renal Blood Flow** and consequently decreased GFR and urine output (Oliguria).
 
 <b>Option A, B:</b> Blood flow and GFR decrease in shock.
 
 <b>Option D:</b> Permeability changes are not the primary mechanism of oliguria in pre-renal failure."
,,Renal Hemodynamics,,Physiology,Renal System,A patient with 50% renal artery stenosis — how much will renal blood flow decrease?,8-Jan,16-Jan,4-Jan,Jan-32,None of them,B,"According to Poiseuille's law, flow is proportional to the radius to the power of 4. If radius is halved (50%), flow decreases by 2^4 = 16 times. Flow becomes 1/16."
,,Renal Pathophysiology,,Physiology,Renal System,"A patient with volume depletion shows decreased urinary sodium excretion, a condition called asthenuria. Which physiological mechanism best explains this finding?",Increased aldosterone secretion causing sodium retention,Decreased ADH secretion causing sodium loss,Increased GFR causing sodium loss,Impaired tubular sodium reabsorption,Increased natriuretic peptide secretion,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>In volume depletion, the RAAS system is activated. <b>Aldosterone</b> acts on the distal nephron to increase <b>Sodium Reabsorption</b> (retention), leading to decreased urinary sodium (<20 mEq/L) to preserve volume."
,,Renal Clearance,,Physiology,Renal System,A patient's urine potassium concentration is 50 mmol/L and urine flow rate is 2 ml/min. What is the potassium excretion rate in mmol/min?,0.1 mmol/min,0.02 mmol/min,0.01 mmol/min,0.4 mmol/min,0.6 mmol/min,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 Excretion Rate = Urine Concentration × Urine Flow Rate.
 First convert flow to Liters: 2 ml/min = 0.002 L/min.
 Calculation: 50 mmol/L × 0.002 L/min = 0.1 mmol/min.
 
 <b>Option B, C, D, E:</b> Incorrect calculation results."
,,Renal Clearance,,Physiology,Renal System,A patient's urine potassium concentration is 50mmol/l and urine flow rate is 2ml/min what is the potassium excretion rate in mmol/mint...,0.1mmol/min,0.02mmol/min,0.01mmol/min,0.4mmol/min,0.6mmol/min,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br><b>Excretion Rate</b> = Urine Concentration × Urine Flow Rate.<br>Rate = 50 mmol/L × 0.002 L/min = <b>0.1 mmol/min</b>."
,,Renal Transport,,Physiology,Renal System,A trauma patient with acute blood loss shows increased Na+ and water reabsorption. Which nephron segment compensates first?,Proximal tubule,Thick ascending limb,Distal tubule,Collecting duct,None of them,A,Proximal tubule performs the bulk of reabsorption (~65%). Sympathetic activation increases PCT reabsorption.
,,Volume Regulation,,Physiology,Renal System,"After significant blood loss, which compensatory mechanism increases water intake?",Decreased renin,Increased thirst via hypothalamus,Decreased ADH,Decreased aldosterone,None of them,B,Hypovolemia stimulates osmoreceptors and baroreceptors -> increasing thirst and ADH release to restore blood volume.
,,Diuretics,,Physiology,Renal System,Amiloride: This is a potassium-sparing diuretic. It works by blocking the epithelial sodium channel (ENaC) in the late distal tubule and collecting duct of the kidney. While Thiazide & Furosemide are the drugs that cause hypokalemia,[Fact],[Fact],[Fact],[Fact],None of them,[Fact],(Explanation text).
,,Renal Function Tests,,Physiology,Renal System,CKD patient has decreased renal GFR. Which test will help assess renal function before renal transplant?,Inulin clearance,Creatinine clearance,PAH clearance,Plasma flow rate,None of them,B,Creatinine clearance = practical clinical measure of GFR. Inulin clearance -> gold standard but rarely used clinically due to complexity.
,,Water Balance,,Physiology,Renal System,Free water clearance regulated by:,ADH,Aldosterone,ANP,Angiotensin 2,None of them,A,
,,Glomerular Filtration Rate,,Physiology,Renal System,Glomerular filtration rate (GFR) is increased by which of the following?,Efferent arteriole constriction,Afferent arteriole constriction,Decreased renal plasma flow,Increased plasma oncotic pressure,Reduced systemic blood pressure,A,Constricting the Efferent arteriole increases Hydrostatic pressure in the glomerulus → Increases GFR. (Afferent constriction decreases GFR).
,,Renal Transport,,Physiology,Renal System,Glucose & Amino acids are maximally absorbed via secondary active transport in:,Proximal Convulated tubule,Distal Convulated tubule,Loop of Henle,Collecting duct,Cortical collecting tubule,A,
,,Renal Transport,,Physiology,Renal System,Glucose absorbed in PCT by:,Simple diffusion,Co transport,Secondary active transport,Facilitated diffusion,None of them,C,
,,Renal Transport,,Physiology,Renal System,Glucose is absorbed in PCT through,Facilitated diffusion,Primary active transport,Simple diffusion,Secondary active transport,None,D,"<span style=""color: #2e7d32""><b>Option D Correct</b></span><br>Glucose reabsorption in the PCT occurs via <b>Secondary Active Transport</b> (SGLT1/2), coupled to Sodium."
,,Renal Function Tests,,Physiology,Renal System,Gold-standard test to assess GFR.,Inulin clearance,PAH,Albumin,Lactate,None of them,A,"Inulin -> freely filtered, not secreted or reabsorbed -> precise GFR measurement."
,,Renal Hemodynamics,,Physiology,Renal System,If ureters are blocked then which of the following effect will be on GFR?,Increased GFR,Decreased GFR,Increase hydrostatic pressure,Decrease capillary pressure,None of them,B,"Decrease GFR due to: Afferent arteriol Constriction, Efferent arteriol dilation, Increase plasma proteins, Ureter constriction"
,,Renal Transport,,Physiology,Renal System,"In a healthy individual, glucose is normally not detected in urine due to which of the following?",Glucose is actively reabsorbed in the proximal tubules of the nephron,Glucose is actively secreted into blood stream,Glucose utilized in muscles by young people,Glucose is passively absorbed,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 Glucose is freely filtered at the glomerulus but is 100% reabsorbed in the Proximal Convoluted Tubule (PCT) via Sodium-Glucose Cotransporters (SGLT2 and SGLT1). Therefore, no glucose appears in the final urine unless the transport maximum (Tm) is exceeded (diabetes).
 
 <b>Option D:</b> Absorption is active (secondary active transport), not passive."
,,Water Balance,,Physiology,Renal System,"In a patient with diabetes insipidus (with complete absence of ADH) daily GFR is 150 liter. Without treatment, his urine flow will be approximately?",10 L/day,30 L/day,3 L/day,5 L/day,75 L/day,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>Normally, the proximal tubule reabsorbs ~65-70% of filtrate irrespective of ADH. The distal nephron reabsorbs the rest. In <b>Complete Diabetes Insipidus</b> (No ADH), the distal tubules/collecting ducts are impermeable to water. This leads to massive polyuria, typically <b>10–20 Liters/day</b>. (150L GFR -> ~10-15% reaches distal -> excreted)."
