Book,Exam,Number,ID,Subject,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation
,,,,"Respiratory Physiology
(First Aid)",Lung Development,"In the Alveolar stage (Week 36 to 8 years), what is the primary mechanism for the formation of adult alveoli?",Endodermal tubule formation,Capillary budding,Secondary septation,Aspiration of amniotic fluid,Loss of pneumocytes,C,"<div style=""text-align: justify""><b><span style=""color:green"">Secondary septation</span></b><br>Adult alveoli are formed when terminal sacs are further divided by secondary septae, greatly increasing the surface area for gas exchange.<br><br><b><span style=""color:red"">Endodermal tubule formation</span></b><br>This occurs much earlier during the pseudoglandular stage and leads to terminal bronchioles, not alveoli.<br><br><b><span style=""color:red"">Capillary budding</span></b><br>While angiogenesis is necessary, the defining structural change that creates adult alveoli is the septation of the sacs.<br><br><b><span style=""color:red"">Aspiration of amniotic fluid</span></b><br>Aspiration of fluid is a fetal behavior that helps *expand* the lungs, but it is not the structural mechanism of septation.<br><br><b><span style=""color:red"">Loss of pneumocytes</span></b><br>Alveolar development requires the *differentiation* and growth of pneumocytes, not their loss.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>Alveolar stage = ""S""econdary ""S""eptation.</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Lung Development,"At what gestational age does the lung bud first appear, marking the start of the Embryonic stage?",Week 2,Week 4,Week 6,Week 8,,B,"<div style=""text-align: justify""><b><span style=""color:red"">Week 2</span></b><br>At week 2, the embryo is still in the bilaminar disc stage, which is too early for respiratory diverticulum formation.<br><br><b><span style=""color:green"">Week 4</span></b><br>The lung bud emerges from the ventral wall of the foregut precisely at week 4.<br><br><b><span style=""color:red"">Week 6</span></b><br>By week 6, the initial lung bud has already begun branching into the secondary (lobar) bronchi.<br><br><b><span style=""color:red"">Week 8</span></b><br>Week 8 marks the end of the embryonic stage, where the major segments are already established.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>Lung development 'Starts at Four' (4 weeks).</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Lung Development,Which developmental window correctly defines the Pseudoglandular stage?,Week 4 to 7,Week 5 to 17,Week 16 to 25,Week 24 to Birth,,B,"<div style=""text-align: justify""><b><span style=""color:red"">Week 4 to 7</span></b><br>This range defines the embryonic stage, focusing on the formation of the trachea and major bronchi.<br><br><b><span style=""color:green"">Week 5 to 17</span></b><br>The pseudoglandular stage covers the development of endodermal tubules into terminal bronchioles.<br><br><b><span style=""color:red"">Week 16 to 25</span></b><br>This range corresponds to the canalicular stage, where the respiratory zone begins to form.<br><br><b><span style=""color:red"">Week 24 to Birth</span></b><br>This corresponds to the saccular stage, which involves the formation of primitive terminal sacs.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>This stage spans almost the entire first and early second trimesters.</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Lung Development,The Canalicular stage (Week 16–25) is primarily characterized by the development of which structures?,Trachea and Main Bronchi,Terminal Bronchioles,Respiratory Bronchioles and Alveolar Ducts,Adult Alveoli,,C,"<div style=""text-align: justify""><b><span style=""color:red"">Trachea and Main Bronchi</span></b><br>These central structures are hallmarks of the embryonic stage.<br><br><b><span style=""color:red"">Terminal Bronchioles</span></b><br>Terminal bronchioles mark the completion of the pseudoglandular stage.<br><br><b><span style=""color:green"">Respiratory Bronchioles and Alveolar Ducts</span></b><br>The canalicular stage is the period where the conducting zone transitions into the early respiratory zone.<br><br><b><span style=""color:red"">Adult Alveoli</span></b><br>Adult alveoli do not appear until the final stage, which starts at week 36 and continues postnatally.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>Consider the structures that first make gas exchange a possibility.</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Lung Development,At which specific gestational week is a fetus typically considered 'respiratory capable' due to the development of the capillary network?,Week 17,Week 20,Week 25,Week 30,,C,"<div style=""text-align: justify""><b><span style=""color:red"">Week 17</span></b><br>Respiration is impossible at week 17 because the necessary gas exchange structures have not yet developed.<br><br><b><span style=""color:red"">Week 20</span></b><br>While pneumocytes begin to differentiate here, the capillary network is not yet sufficient for survival.<br><br><b><span style=""color:green"">Week 25</span></b><br>By week 25, the canalicular stage provides enough respiratory surface area and vascularization for potential survival.<br><br><b><span style=""color:red"">Week 30</span></b><br>Capability is established earlier than week 30, specifically at the conclusion of the canalicular stage.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>This week represents the threshold for survival at the very end of the canalicular phase.</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Lung Development,During which stage do the terminal sacs develop and begin to be separated by primary septae?,Pseudoglandular stage,Canalicular stage,Saccular stage (Week 24 to Birth),Alveolar stage,,C,"<div style=""text-align: justify""><b><span style=""color:red"">Pseudoglandular stage</span></b><br>This stage is limited to conducting airways and does not include the formation of terminal sacs.<br><br><b><span style=""color:red"">Canalicular stage</span></b><br>This stage forms respiratory bronchioles, but terminal sacs are not yet the dominant structure.<br><br><b><span style=""color:green"">Saccular stage (Week 24 to Birth)</span></b><br>The saccular stage is defined by the expansion of alveolar ducts into primitive terminal sacs.<br><br><b><span style=""color:red"">Alveolar stage</span></b><br>The alveolar stage focuses on the conversion of existing sacs into mature alveoli.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>The name of this stage is derived from the 'sacs' that are being formed.</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Lung Development,The Alveolar stage begins around week 36 and continues postnatally until approximately what age?,Birth,1 Year,8 Years,18 Years,,C,"<div style=""text-align: justify""><b><span style=""color:red"">Birth</span></b><br>Alveolarization is a long-term process that continues for several years after the infant is born.<br><br><b><span style=""color:red"">1 Year</span></b><br>While many alveoli form in infancy, the lung continues to add surface area well beyond the first year.<br><br><b><span style=""color:green"">8 Years</span></b><br>The formation of new adult alveoli through secondary septation continues until about age 8.<br><br><b><span style=""color:red"">18 Years</span></b><br>While lung volume increases with body growth, the actual formation of new alveoli typically stops by mid-childhood.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>This stage encompasses most of early childhood development.</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Lung Development,When does the synthesis of pulmonary surfactant typically begin during fetal development?,Week 12,Week 20,Week 28,Week 36,,B,"<div style=""text-align: justify""><b><span style=""color:red"">Week 12</span></b><br>Surfactant-producing Type II pneumocytes haven't even begun to differentiate during the first trimester.<br><br><b><span style=""color:green"">Week 20</span></b><br>Type II pneumocytes begin differentiating and producing surfactant around the 20th week of gestation.<br><br><b><span style=""color:red"">Week 28</span></b><br>Synthesis is well underway by week 28, but it actually initiates much earlier in the second trimester.<br><br><b><span style=""color:red"">Week 36</span></b><br>By week 36, surfactant is usually present in mature concentrations, but the process began months earlier.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>Look for a time point halfway through the canalicular stage.</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Lung Development,What structural event defines the transition from terminal sacs to adult alveoli in the Alveolar stage?,Primary septation,Secondary septation,Formation of bronchial buds,Tracheal separation,,B,"<div style=""text-align: justify""><b><span style=""color:red"">Primary septation</span></b><br>Primary septation occurs during the saccular stage to form the initial sacs.<br><br><b><span style=""color:green"">Secondary septation</span></b><br>The further subdivision of terminal sacs into smaller, true alveoli is achieved through secondary septation.<br><br><b><span style=""color:red"">Formation of bronchial buds</span></b><br>This is the very first step of the embryonic stage and occurs in the first month.<br><br><b><span style=""color:red"">Tracheal separation</span></b><br>Separation of the trachea from the esophagus is an embryonic event unrelated to alveolarization.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>This process involves the further partitioning of existing air sacs to increase surface area.</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Lung Development,"In the mnemonic 'Every Pulmonologist Can See Alveoli', which stage does 'Pulmonologist' represent?",Embryonic,Pseudoglandular,Canalicular,Saccular,,B,"<div style=""text-align: justify""><b><span style=""color:red"">Embryonic</span></b><br>The word 'Every' stands for the first stage, Embryonic.<br><br><b><span style=""color:green"">Pseudoglandular</span></b><br>The word 'Pulmonologist' represents the second stage, Pseudoglandular.<br><br><b><span style=""color:red"">Canalicular</span></b><br>The word 'Can' stands for the third stage, Canalicular.<br><br><b><span style=""color:red"">Saccular</span></b><br>The word 'See' represents the fourth stage, Saccular.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>It is the second stage in the chronological sequence.</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Lung Development,Which stage is described as 'incompatible with life' because only conducting airways have formed by its conclusion?,Embryonic stage,Pseudoglandular stage,Canalicular stage,Alveolar stage,,B,"<div style=""text-align: justify""><b><span style=""color:red"">Embryonic stage</span></b><br>While true, this stage is mostly concerned with the trachea and main bronchi rather than the 'tubules' phase.<br><br><b><span style=""color:green"">Pseudoglandular stage</span></b><br>Respiration is impossible because the lungs only consist of conducting bronchioles with no gas exchange surface.<br><br><b><span style=""color:red"">Canalicular stage</span></b><br>This stage is actually when respiration *becomes* possible toward its end.<br><br><b><span style=""color:red"">Alveolar stage</span></b><br>The alveolar stage is fully functional and represents the final maturation of the lungs.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>This stage ends at week 17, before any respiratory bronchioles have formed.</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Respiratory Anatomy,Which structures are included in the 'conducting zone' of the respiratory system?,Alveoli and Alveolar ducts,"Nose, Pharynx, Larynx, Trachea, and Bronchi",Respiratory bronchioles only,Type I and Type II pneumocytes,Capillary network only,B,"<div style=""text-align: justify""><b><span style=""color:green"">Nose, Pharynx, Larynx, Trachea, and Bronchi</span></b><br>The conducting zone is responsible for warming, humidifying, and filtering air as it travels toward the gas-exchange surfaces, but it does not participate in gas exchange itself.<br><br><b><span style=""color:red"">Alveoli and Alveolar ducts</span></b><br>These structures are the primary components of the respiratory zone, where actual gas exchange between air and blood occurs.<br><br><b><span style=""color:red"">Respiratory bronchioles only</span></b><br>Respiratory bronchioles mark the beginning of the respiratory zone because they contain occasional alveoli in their walls.<br><br><b><span style=""color:red"">Type I and Type II pneumocytes</span></b><br>These are specialized cells found within the alveoli of the respiratory zone, not the conducting passages.<br><br><b><span style=""color:red"">Capillary network only</span></b><br>The pulmonary capillaries surround the respiratory zone structures to facilitate gas exchange; they are not part of the anatomical conducting zone.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>Conducting = ""C""onduit (Just a pipe, no exchange).</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Respiratory Anatomy,"How many lobes are typically found in the right and left lungs, respectively?","2 Right, 3 Left","3 Right, 3 Left","3 Right, 2 Left","2 Right, 2 Left","1 Right, 2 Left",C,"<div style=""text-align: justify""><b><span style=""color:green"">3 Right, 2 Left</span></b><br>The right lung has three lobes (superior, middle, inferior), while the left lung has only two to accommodate the space required by the heart.<br><br><b><span style=""color:red"">2 Right, 3 Left</span></b><br>This is the reverse of normal human anatomy; the heart's position on the left side of the chest restricts the left lung to two lobes.<br><br><b><span style=""color:red"">3 Right, 3 Left</span></b><br>While common in some animal species, humans always possess a smaller, two-lobed left lung due to the cardiac notch.<br><br><b><span style=""color:red"">2 Right, 2 Left</span></b><br>The right lung consistently features an additional middle lobe, provided there are no congenital agenesis issues.<br><br><b><span style=""color:red"">1 Right, 2 Left</span></b><br>The right lung is larger and more complex than the left, featuring three distinct lobes separated by fissures.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>Left has ""2"" because it needs room for the ""1"" heart.</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Respiratory Anatomy,Which lung is the more common site for the inhalation of foreign bodies and why?,Left lung; narrower bronchus,Right lung; wider and more vertical bronchus,Left lung; more vertical bronchus,Right lung; more horizontal bronchus,Both are equally common sites,B,"<div style=""text-align: justify""><b><span style=""color:green"">Right lung; wider and more vertical bronchus</span></b><br>The right mainstem bronchus is wider, shorter, and more vertically oriented than the left, providing a more direct path for aspirated objects.<br><br><b><span style=""color:red"">Left lung; narrower bronchus</span></b><br>The left bronchus is narrower and more horizontal, making it a much less likely path for a falling foreign object to enter.<br><br><b><span style=""color:red"">Left lung; more vertical bronchus</span></b><br>This statement is anatomically incorrect; it is the right bronchus that is more vertical in its orientation.<br><br><b><span style=""color:red"">Right lung; more horizontal bronchus</span></b><br>The right bronchus is specifically noted for its verticality; a horizontal orientation would actually protect the lung from aspiration.<br><br><b><span style=""color:red"">Both are equally common sites</span></b><br>Clinical data consistently shows a significant preference for right-sided aspiration due to the anatomical ""path of least resistance.""<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>Right = ""R""ight down the pipe (Vertical).</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Respiratory Anatomy,"According to the mnemonic 'I ate (8) Ten Eggs At Twelve', which structure passes through the diaphragm at the T10 level?",Inferior Vena Cava (IVC),Aorta,Esophagus,Thoracic Duct,Azygos Vein,C,"<div style=""text-align: justify""><b><span style=""color:green"">Esophagus</span></b><br>Following the mnemonic, 'Ten Eggs' stands for T10 - Esophagus; the vagus nerve also passes through this opening.<br><br><b><span style=""color:red"">Inferior Vena Cava (IVC)</span></b><br>The IVC passes through the diaphragm at the higher T8 level ('I ate' in the mnemonic).<br><br><b><span style=""color:red"">Aorta</span></b><br>The aorta enters the abdomen behind the diaphragm at the lower T12 level ('At Twelve' in the mnemonic).<br><br><b><span style=""color:red"">Thoracic Duct</span></b><br>The thoracic duct accompanies the aorta at the T12 level and is not associated with the T10 esophageal hiatus.<br><br><b><span style=""color:red"">Azygos Vein</span></b><br>The azygos vein also utilizes the T12 aortic hiatus to pass from the abdomen into the thorax.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br><b>I</b>(8) <b>E</b>(10) <b>A</b>(12) = <b>I</b>VC, <b>E</b>sophagus, <b>A</b>orta.</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Respiratory Anatomy,"An injury to the phrenic nerve (C3, C4, C5) typically results in which radiographic finding?",Hyperinflation of both lungs,Elevation of the ipsilateral hemidiaphragm,Depression of the ipsilateral hemidiaphragm,Flattening of the diaphragm,Rib crowding on the affected side,B,"<div style=""text-align: justify""><b><span style=""color:green"">Elevation of the ipsilateral hemidiaphragm</span></b><br>When the phrenic nerve is damaged, the diaphragm loses its tone and is pushed upward by abdominal pressure, appearing 'elevated' on an X-ray.<br><br><b><span style=""color:red"">Hyperinflation of both lungs</span></b><br>Phrenic nerve injury leads to restricted lung expansion on the affected side, the opposite of hyperinflation.<br><br><b><span style=""color:red"">Depression of the ipsilateral hemidiaphragm</span></b><br>Depression or flattening is seen in obstructive diseases like COPD, whereas nerve paralysis results in the diaphragm moving upward.<br><br><b><span style=""color:red"">Flattening of the diaphragm</span></b><br>Flattening occurs when the lungs are overfilled with air; nerve injury results in a high-riding, dome-shaped diaphragm on the injured side.<br><br><b><span style=""color:red"">Rib crowding on the affected side</span></b><br>Rib crowding is a sign of volume loss or atelectasis, which is distinct from the primary muscular failure of the diaphragm itself.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>C3, 4, 5 keeps the diaphragm alive. If they ""die,"" the diaphragm ""flies"" (upward).</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Respiratory Anatomy,At which vertebral level does the trachea typically bifurcate into the right and left mainstem bronchi?,C4,T4,T8,T10,T12,B,"<div style=""text-align: justify""><b><span style=""color:green"">T4</span></b><br>The trachea bifurcates at the level of the sternal angle, which corresponds to the T4 vertebral level (the Carina).<br><br><b><span style=""color:red"">C4</span></b><br>C4 is the level where the common carotid artery bifurcates into the internal and external branches, not the trachea.<br><br><b><span style=""color:red"">T8</span></b><br>T8 is the level of the caval hiatus where the Inferior Vena Cava passes through the diaphragm.<br><br><b><span style=""color:red"">T10</span></b><br>T10 is the level of the esophageal hiatus, located well below the tracheal bifurcation.<br><br><b><span style=""color:red"">T12</span></b><br>T12 is the level of the aortic hiatus, the most inferior of the three major diaphragmatic openings.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>""T""rachea at ""T""4.</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Respiratory Anatomy,Which structure accompanies the Aorta as it passes through the diaphragm at the T12 level?,Vagus nerve,Right Phrenic nerve,Esophagus,Thoracic Duct,Inferior Vena Cava,D,"<div style=""text-align: justify""><b><span style=""color:green"">Thoracic Duct</span></b><br>The T12 aortic hiatus transmits the Aorta, the Thoracic Duct, and the Azygos vein (mnemonic: Red, White, and Blue).<br><br><b><span style=""color:red"">Vagus nerve</span></b><br>The vagus nerve passes through the diaphragm at the T10 level along with the esophagus.<br><br><b><span style=""color:red"">Right Phrenic nerve</span></b><br>The right phrenic nerve typically passes through the caval hiatus at the T8 level alongside the IVC.<br><br><b><span style=""color:red"">Esophagus</span></b><br>The esophagus has its own hiatus at the T10 level, located superior and anterior to the aortic passage.<br><br><b><span style=""color:red"">Inferior Vena Cava</span></b><br>The IVC is the most superior structure of the three, passing through the central tendon of the diaphragm at T8.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>T12 = Aorta, Azygos, and ""D""uct (Thoracic).</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Pulmonary Embolism,Which diagnostic modality is considered the 'test of choice' for confirming a Pulmonary Embolism?,Chest X-ray,CT Pulmonary Angiography,V/Q Scan only,D-dimer blood test,Echocardiogram,B,"<div style=""text-align: justify""><b><span style=""color:green"">CT Pulmonary Angiography</span></b><br>CTPA is the gold standard for diagnosis because it allows for direct visualization of the clot within the pulmonary arterial tree with high sensitivity and specificity.<br><br><b><span style=""color:red"">Chest X-ray</span></b><br>While often performed to rule out other causes of chest pain, a chest X-ray is frequently normal in patients with a pulmonary embolism.<br><br><b><span style=""color:red"">V/Q Scan only</span></b><br>A Ventilation/Perfusion scan is useful in patients who cannot tolerate CT contrast, but it is generally second-line to the more definitive CTPA.<br><br><b><span style=""color:red"">D-dimer blood test</span></b><br>The D-dimer is an excellent screening tool for its high negative predictive value, but it cannot ""confirm"" the presence of a PE as it is non-specific.<br><br><b><span style=""color:red"">Echocardiogram</span></b><br>An echo can show signs of right heart strain, but it is not the primary test used to visualize the pulmonary arterial obstruction itself.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>""C""onfirmation requires ""C""TPA.</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Pulmonary Embolism,What is the most common finding on an ECG in a patient with an acute Pulmonary Embolism?,ST-segment elevation,Sinus bradycardia,Sinus tachycardia,Right bundle branch block,Atrial fibrillation,C,"<div style=""text-align: justify""><b><span style=""color:green"">Sinus tachycardia</span></b><br>The most frequent ECG finding in PE is a simple increase in heart rate as the body attempts to compensate for impaired gas exchange and falling cardiac output.<br><br><b><span style=""color:red"">ST-segment elevation</span></b><br>This is characteristic of a myocardial infarction (heart attack); while PE can cause right heart strain, ST elevation is not the primary finding.<br><br><b><span style=""color:red"">Sinus bradycardia</span></b><br>A slow heart rate would be highly unusual in an acute PE, where the body's stress response typically drives the heart rate upward.<br><br><b><span style=""color:red"">Right bundle branch block</span></b><br>While this can occur due to acute right ventricular strain (the S1Q3T3 pattern), it is much less common than simple sinus tachycardia.<br><br><b><span style=""color:red"">Atrial fibrillation</span></b><br>A-fib can be a complication or a precursor (if it leads to a clot), but it is not the classic ""most common"" finding of the acute embolic event.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>PE makes the heart ""P""ace ""E""xtra fast (Tachycardia).</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Pulmonary Embolism,The presence of 'Lines of Zahn' in a thrombus is a histological marker for which of the following?,Postmortem clot formation,Amniotic fluid embolism,Pre-mortem thrombus formation,Fat embolism,Air embolism,C,"<div style=""text-align: justify""><b><span style=""color:green"">Pre-mortem thrombus formation</span></b><br>Lines of Zahn are alternating layers of platelets/fibrin and RBCs that only form in flowing blood, proving the clot formed before death.<br><br><b><span style=""color:red"">Postmortem clot formation</span></b><br>Clots formed after death are typically gelatinous and ""currant jelly-like,"" lacking the organized structural layers seen in the Lines of Zahn.<br><br><b><span style=""color:red"">Amniotic fluid embolism</span></b><br>This type of embolism is characterized by fetal squamous cells and debris in the maternal circulation, not the specific layering of Zahn.<br><br><b><span style=""color:red"">Fat embolism</span></b><br>Fat emboli appear as clear globules of lipid within the vessels, often following trauma, and do not exhibit the structural complexity of a true thrombus.<br><br><b><span style=""color:red"">Air embolism</span></b><br>An air embolism is a physical gas bubble in the blood and does not contain the cellular layering characteristic of a pre-mortem blood clot.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>Lines of Zahn = ""Z""ealous flow (Clot formed while blood was moving).</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Pulmonary Embolism,Which pharmacological therapy is typically initiated for the acute management of a Pulmonary Embolism?,Aspirin only,Heparin and Direct thrombin inhibitors,Antibiotics,Vitamin K supplements,Calcium channel blockers,B,"<div style=""text-align: justify""><b><span style=""color:green"">Heparin and Direct thrombin inhibitors</span></b><br>Immediate anticoagulation with heparin prevents the existing clot from getting larger and stops the formation of new clots while the body breaks the old one down.<br><br><b><span style=""color:red"">Aspirin only</span></b><br>Aspirin is an antiplatelet agent used for arterial issues; it is insufficient as a standalone treatment for a major venous thromboembolic event like PE.<br><br><b><span style=""color:red"">Antibiotics</span></b><br>PE is a vascular obstruction, not an infection; antibiotics would have no effect on the thrombus itself.<br><br><b><span style=""color:red"">Vitamin K supplements</span></b><br>Vitamin K promotes clotting; giving it would be dangerous in a patient who already has a life-threatening pulmonary clot.<br><br><b><span style=""color:red"">Calcium channel blockers</span></b><br>These are used to manage blood pressure or certain arrhythmias but do not address the underlying clotting issue in PE.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>""H""elp the ""H""eart with ""H""eparin.</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Pulmonary Embolism,A patient presents with signs of embolism following a severe long bone fracture. What is the most likely type of embolus?,Air embolism,Amniotic fluid embolism,Fat embolism,Septic embolism,Tumor embolism,C,"<div style=""text-align: justify""><b><span style=""color:green"">Fat embolism</span></b><br>Severe fractures (like the femur) can release marrow fat into the bloodstream, which can then travel to the lungs and cause respiratory distress.<br><br><b><span style=""color:red"">Air embolism</span></b><br>Air emboli are usually caused by trauma to the neck, chest, or invasive medical procedures, rather than bone fractures.<br><br><b><span style=""color:red"">Amniotic fluid embolism</span></b><br>This is a rare and catastrophic complication occurring during labor or delivery, unrelated to orthopedic trauma.<br><br><b><span style=""color:red"">Septic embolism</span></b><br>Septic emboli are fragments of infected vegetations (usually from the heart valves) that seed infection elsewhere, not marrow fat.<br><br><b><span style=""color:red"">Tumor embolism</span></b><br>While cancer can cause emboli, the specific clinical context of a long bone fracture points directly toward a fat-derived clot.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>Broken ""B""one = ""B""ig ""F""at embolus.</center></div>"
,,,,"Respiratory Physiology
(First Aid)",Pulmonary Embolism,Which clinical scenario is specifically associated with the development of an Amniotic Fluid Embolism?,Deep vein thrombosis (DVT),Long bone fracture,During labor and delivery,Rapid ascent from deep sea diving,Intravenous drug use,C,"<div style=""text-align: justify""><b><span style=""color:green"">During labor and delivery</span></b><br>During labor, amniotic fluid can enter the maternal circulation, triggering a massive inflammatory response and disseminated intravascular coagulation (DIC).<br><br><b><span style=""color:red"">Deep vein thrombosis (DVT)</span></b><br>DVT is the primary cause of a standard blood-clot pulmonary embolism, not an amniotic fluid embolism.<br><br><b><span style=""color:red"">Long bone fracture</span></b><br>As established, bone fractures are the hallmark trigger for fat embolisms, not amniotic ones.<br><br><b><span style=""color:red"">Rapid ascent from deep sea diving</span></b><br>This scenario leads to decompression sickness, characterized by nitrogen gas bubbles (air embolism) in the blood.<br><br><b><span style=""color:red"">Intravenous drug use</span></b><br>This is a risk factor for septic emboli from endocarditis or foreign body emboli (like talc), not amniotic fluid.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>""A""mniotic = ""A""round ""A""ctual birth.</center></div>"
,,,,"Respiratory Physiology
(First Aid)",COPD & Asthma,What is the clinical definition of Chronic Bronchitis?,Occasional cough for 1 month,Productive cough for >3 months per year for >2 consecutive years,Dry cough lasting for 6 weeks,Productive cough only during winter months,Cough associated with fever for 2 weeks,B,"<div style=""text-align: justify""><b><span style=""color:green"">Productive cough for >3 months per year for >2 consecutive years</span></b><br>This specific time-based definition is used to distinguish chronic bronchitis from acute infections or transient environmental irritation.<br><br><b><span style=""color:red"">Occasional cough for 1 month</span></b><br>A one-month duration is insufficient for a chronic diagnosis and is more likely related to an acute respiratory infection.<br><br><b><span style=""color:red"">Dry cough lasting for 6 weeks</span></b><br>Chronic bronchitis is defined by the hypersecretion of mucus, meaning the cough must be productive (expectorating sputum).<br><br><b><span style=""color:red"">Productive cough only during winter months</span></b><br>While symptoms often worsen in winter, the diagnosis requires the ""3 month, 2 year"" threshold regardless of the specific season.<br><br><b><span style=""color:red"">Cough associated with fever for 2 weeks</span></b><br>Fever and a short duration point toward acute pneumonia or bronchitis rather than a chronic obstructive pulmonary disease.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>Think of the ""3-2 Rule"": 3 months, 2 years.</center></div>"
,,,,"Respiratory Physiology
(First Aid)",COPD & Asthma,Which type of emphysema is most strongly associated with smoking and typically affects the upper lobes?,Panacinar emphysema,Centriacinar emphysema,Paraseptal emphysema,Irregular emphysema,Congenital lobar emphysema,B,"<div style=""text-align: justify""><b><span style=""color:green"">Centriacinar emphysema</span></b><br>This pattern of destruction is classic for smokers because the smoke particles tend to settle and cause damage in the upper lobes of the lung first.<br><br><b><span style=""color:red"">Panacinar emphysema</span></b><br>This type involves the entire acinus and is usually found in the lower lobes; it is the hallmark of Alpha-1 antitrypsin deficiency.<br><br><b><span style=""color:red"">Paraseptal emphysema</span></b><br>This occurs near the pleura and is often associated with the development of spontaneous pneumothorax in young adults, not primarily smoking.<br><br><b><span style=""color:red"">Irregular emphysema</span></b><br>This is usually associated with scarring from old inflammatory diseases like tuberculosis and does not follow a specific smoking-related pattern.<br><br><b><span style=""color:red"">Congenital lobar emphysema</span></b><br>This is a rare developmental anomaly seen in infants, characterized by over-inflation of a lung lobe, unrelated to tobacco use.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>Smoke goes ""Up"" (Upper lobe) and hits the ""Center"" (Centriacinar).</center></div>"
,,,,"Respiratory Physiology
(First Aid)",COPD & Asthma,A patient with Alpha-1 antitrypsin deficiency is most likely to develop which lung pathology?,Centriacinar emphysema in upper lobes,Chronic bronchitis in the bronchi,Panacinar emphysema in lower lobes,Bronchiectasis in the hilar region,Asthma in the small airways,C,"<div style=""text-align: justify""><b><span style=""color:green"">Panacinar emphysema in lower lobes</span></b><br>Without the protective Alpha-1 antitrypsin enzyme, elastase destroys the entire acinus, predominantly in the lower lobes where blood flow is highest.<br><br><b><span style=""color:red"">Centriacinar emphysema in upper lobes</span></b><br>This is the ""smoker's pattern""; while smokers can have A1AT deficiency, the deficiency itself causes the panacinar pattern.<br><br><b><span style=""color:red"">Chronic bronchitis in the bronchi</span></b><br>While part of COPD, chronic bronchitis involves mucus gland hyperplasia, not the enzymatic destruction of elastic tissue seen in A1AT deficiency.<br><br><b><span style=""color:red"">Bronchiectasis in the hilar region</span></b><br>Bronchiectasis is a permanent dilation of bronchi due to chronic infection/inflammation, most commonly linked to Cystic Fibrosis.<br><br><b><span style=""color:red"">Asthma in the small airways</span></b><br>Asthma is an inflammatory hypersensitivity, whereas emphysema is a permanent structural loss of alveolar walls.<br><br><center><b><span style=""color:goldenrod"">💡 Tip</span></b><br>Alpha-1 ""A""ntitrypsin = ""A""ll of the lung (Panacinar).</center></div>"
