Book,Exam,Number,ID,Subject,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation
,,,,Renal System,Physiology,A patient with 50% renal artery stenosis — how much will renal blood flow decrease?,8-Jan,16-Jan,4-Jan,Jan-32,None of them,B,"According to Poiseuille's law, flow is proportional to the radius to the power of 4. If radius is halved (50%), flow decreases by 2^4 = 16 times. Flow becomes 1/16."
,,,,Renal System,Physiology,"A patient with volume depletion shows decreased urinary sodium excretion, a condition called asthenuria. Which physiological mechanism best explains this finding?",Increased aldosterone secretion causing sodium retention,Decreased ADH secretion causing sodium loss,Increased GFR causing sodium loss,Impaired tubular sodium reabsorption,Increased natriuretic peptide secretion,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>In volume depletion, the RAAS system is activated. <b>Aldosterone</b> acts on the distal nephron to increase <b>Sodium Reabsorption</b> (retention), leading to decreased urinary sodium (<20 mEq/L) to preserve volume."
,,,,Renal System,Physiology,A patient's urine potassium concentration is 50 mmol/L and urine flow rate is 2 ml/min. What is the potassium excretion rate in mmol/min?,0.1 mmol/min,0.02 mmol/min,0.01 mmol/min,0.4 mmol/min,0.6 mmol/min,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 Excretion Rate = Urine Concentration × Urine Flow Rate.
 First convert flow to Liters: 2 ml/min = 0.002 L/min.
 Calculation: 50 mmol/L × 0.002 L/min = 0.1 mmol/min.
 
 <b>Option B, C, D, E:</b> Incorrect calculation results."
,,,,Renal System,Physiology,A patient's urine potassium concentration is 50mmol/l and urine flow rate is 2ml/min what is the potassium excretion rate in mmol/mint...,0.1mmol/min,0.02mmol/min,0.01mmol/min,0.4mmol/min,0.6mmol/min,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br><b>Excretion Rate</b> = Urine Concentration × Urine Flow Rate.<br>Rate = 50 mmol/L × 0.002 L/min = <b>0.1 mmol/min</b>."
,,,,Renal System,Physiology,A trauma patient with acute blood loss shows increased Na+ and water reabsorption. Which nephron segment compensates first?,Proximal tubule,Thick ascending limb,Distal tubule,Collecting duct,None of them,A,Proximal tubule performs the bulk of reabsorption (~65%). Sympathetic activation increases PCT reabsorption.
,,,,Renal System,Physiology,"After significant blood loss, which compensatory mechanism increases water intake?",Decreased renin,Increased thirst via hypothalamus,Decreased ADH,Decreased aldosterone,None of them,B,Hypovolemia stimulates osmoreceptors and baroreceptors -> increasing thirst and ADH release to restore blood volume.
,,,,Renal System,Physiology,Amiloride: This is a potassium-sparing diuretic. It works by blocking the epithelial sodium channel (ENaC) in the late distal tubule and collecting duct of the kidney. While Thiazide & Furosemide are the drugs that cause hypokalemia,[Fact],[Fact],[Fact],[Fact],None of them,[Fact],(Explanation text).
,,,,Renal System,Physiology,CKD patient has decreased renal GFR. Which test will help assess renal function before renal transplant?,Inulin clearance,Creatinine clearance,PAH clearance,Plasma flow rate,None of them,B,Creatinine clearance = practical clinical measure of GFR. Inulin clearance -> gold standard but rarely used clinically due to complexity.
,,,,Renal System,Physiology,Free water clearance regulated by:,ADH,Aldosterone,ANP,Angiotensin 2,None of them,A,
,,,,Renal System,Physiology,Glomerular filtration rate (GFR) is increased by which of the following?,Efferent arteriole constriction,Afferent arteriole constriction,Decreased renal plasma flow,Increased plasma oncotic pressure,Reduced systemic blood pressure,A,Constricting the Efferent arteriole increases Hydrostatic pressure in the glomerulus → Increases GFR. (Afferent constriction decreases GFR).
,,,,Renal System,Physiology,Glucose & Amino acids are maximally absorbed via secondary active transport in:,Proximal Convulated tubule,Distal Convulated tubule,Loop of Henle,Collecting duct,Cortical collecting tubule,A,
,,,,Renal System,Physiology,Glucose absorbed in PCT by:,Simple diffusion,Co transport,Secondary active transport,Facilitated diffusion,None of them,C,
,,,,Renal System,Physiology,Glucose is absorbed in PCT through,Facilitated diffusion,Primary active transport,Simple diffusion,Secondary active transport,None,D,"<span style=""color: #2e7d32""><b>Option D Correct</b></span><br>Glucose reabsorption in the PCT occurs via <b>Secondary Active Transport</b> (SGLT1/2), coupled to Sodium."
,,,,Renal System,Physiology,Gold-standard test to assess GFR.,Inulin clearance,PAH,Albumin,Lactate,None of them,A,"Inulin -> freely filtered, not secreted or reabsorbed -> precise GFR measurement."
,,,,Renal System,Physiology,If ureters are blocked then which of the following effect will be on GFR?,Increased GFR,Decreased GFR,Increase hydrostatic pressure,Decrease capillary pressure,None of them,B,"Decrease GFR due to: Afferent arteriol Constriction, Efferent arteriol dilation, Increase plasma proteins, Ureter constriction"
,,,,Renal System,Physiology,"In a healthy individual, glucose is normally not detected in urine due to which of the following?",Glucose is actively reabsorbed in the proximal tubules of the nephron,Glucose is actively secreted into blood stream,Glucose utilized in muscles by young people,Glucose is passively absorbed,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 Glucose is freely filtered at the glomerulus but is 100% reabsorbed in the Proximal Convoluted Tubule (PCT) via Sodium-Glucose Cotransporters (SGLT2 and SGLT1). Therefore, no glucose appears in the final urine unless the transport maximum (Tm) is exceeded (diabetes).
 
 <b>Option D:</b> Absorption is active (secondary active transport), not passive."
,,,,Renal System,Physiology,"In a patient with diabetes insipidus (with complete absence of ADH) daily GFR is 150 liter. Without treatment, his urine flow will be approximately?",10 L/day,30 L/day,3 L/day,5 L/day,75 L/day,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>Normally, the proximal tubule reabsorbs ~65-70% of filtrate irrespective of ADH. The distal nephron reabsorbs the rest. In <b>Complete Diabetes Insipidus</b> (No ADH), the distal tubules/collecting ducts are impermeable to water. This leads to massive polyuria, typically <b>10–20 Liters/day</b>. (150L GFR -> ~10-15% reaches distal -> excreted)."
,,,,Renal System,Physiology,"In a patient with Diabetes Insipidus (with complete absence of ADH), daily GFR is 150 liters. Without treatment, his urine flow will be approximately?",10 L/day,30 L/day,3 L/day,5 L/day,75 L/day,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 In the absence of ADH (Central Diabetes Insipidus), the collecting ducts are impermeable to water. While the proximal tubule and Loop of Henle still reabsorb the majority of the filtrate (~80-90%), the remaining volume is excreted. Urine output in severe DI typically ranges from 10 to 20 Liters/day.
 
 <b>Option B:</b> 30L would imply almost no distal reabsorption, which is physiologically unlikely even in DI.
 
 <b>Option C, D:</b> These are too low for complete ADH absence."
,,,,Renal System,Physiology,In hemorrhage which part of nephron is most commonly affected,DCT,PCT,LOH,Collecting ducts,Collecting tubules,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br>The <b>Proximal Convoluted Tubule (PCT)</b> (and the thick ascending limb) has the highest metabolic rate and oxygen demand. Therefore, it is the most vulnerable to ischemia and necrosis (ATN) during shock/hemorrhage."
,,,,Renal System,Physiology,Increased oncotic pressure in tubular fluid occurs in:,Increased GFR,Decreased filtration,Increased filtration fraction,Decreased plasma oncotic pressure,None of them,C,Increased Filtration Fraction concentrates plasma proteins in the efferent arteriole/peritubular capillaries.
,,,,Renal System,Physiology,Kidney function is best estimated clinically by:,Serum inulin,Serum creatinine,Creatinine clearance,PAH,Urea,C,
,,,,Renal System,Physiology,Negatively charged particles are prevented from entering renal basement membrane. Which of the following component is responsible for prevention of negative compounds?,Proteoglycan,Laminin,Densely packed cells,Lamin of lamina interna,Fibronectin,A,Heparan sulfate proteoglycans (negative charge barrier).
,,,,Renal System,Physiology,NSAIDS act as anti-inflammatory because it primarily inhibit which of the following?,COX-1,COX-2,COX-3,Lipoxygenase,None of them,B,Anti-inflammatory action is primarily via COX-2 inhibition. (COX-1 is constitutive/gastric protection).
,,,,Renal System,Physiology,"Patient after RTA massive blood loss, part of nephron that is responsible to bring Blood pressure back to normal.",PCT,Thick ascending loop,Early DCT,Collecting duct,None of them,C,"The response to massive blood loss (hypotension) involves the activation of the RAAS system. The Angiotensin II and Aldosterone secreted act primarily to increase Na+ and water reabsorption in the Proximal Convoluted Tubule and the Collecting Duct (Late DCT), but the Macula Densa in the Early DCT is crucial for sensing Na+ and triggering the initial Renin release, making the DCT key to the RAAS system's effect."
,,,,Renal System,Physiology,Patient has a urinary tract infection (UTI) and thickened mucosa of the urinary bladder. What is the primary protective mechanism of the bladder against infections?,Glycocalyx,Thickened mucosa,Thickened submucosa,Urothelial tight junctions,None,D,"<span style=""color: #2e7d32""><b>Option D Correct</b></span><br>The <b>Urothelial Tight Junctions</b> (and the mucin/GAG layer) provide the primary physical barrier preventing bacterial adherence and penetration."
,,,,Renal System,Physiology,"Patient is passing dilute urine (asthenuria), there is tubuloglomerular concentrating problem, what other factor you will see in this condition?",Fixed specific gravity of urine,Low urinary sodium,High Urinary sodium,High Blood urea,None of them,B,Clearly problem is in concentration of urine so salt that is sodium will be low in urine. In Isothenuria Ans: will be A
,,,,Renal System,Physiology,"Patient with HTN, has increased GFR. What is the reason for increased GFR.",Increased glomerular hydrostatic pressure,Increased glomerular oncotic pressure,Increased Bowman capsule hydrostatic pressure,Decrease lymphatic flow,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>Hypertension transmits pressure to the glomerulus, leading to <b>Increased Glomerular Hydrostatic Pressure</b>, which increases GFR (initially) and causes hyperfiltration injury."
,,,,Renal System,Physiology,Regarding glomerular capillary pressure?,Increases with afferent arteriolar constriction,Decrease with decreasing oncotic pressure along membrane,Less than most capillaries at heart level,Decrease by 10 percent when BP decrease by 10 percent,None of them,D,"(Note: Glomerular pressure is tightly autoregulated, but if autoregulation limits are exceeded or passive, it follows BP. Option D is the key provided)."
,,,,Renal System,Physiology,Sodium concentration and absorption controlled by?,Aldosterone,Renin,AG-2,ADH,None of them,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br><b>Aldosterone</b> acts on the distal tubules and collecting ducts to increase <b>Sodium Reabsorption</b> (and Potassium excretion), thereby regulating total body sodium."
,,,,Renal System,Physiology,The basement membrane normally carries a negative charge. This charge is important in preventing the passage of which substances?,Albumin and other plasma proteins,Red blood cells,White blood cells,Glucose,Fluid & Electrolytes,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>The Glomerular Basement Membrane (GBM) contains Heparan Sulfate, which imparts a <b>Negative Charge</b>. This repels negatively charged plasma proteins, most notably <b>Albumin</b>, preventing their filtration (Charge Barrier)."
,,,,Renal System,Physiology,"The phenomenon where glucose appears in the urine, especially with SGLT2 inhibitors, is referred to as the:",Osmotic Diuresis effect,Glomerular Filtration Load,Loop of Henle effect,Early Tm Splay phenomenon,None of them,D,"The splay phenomenon (Early Tm) refers to the gradient along the proximal tubule where some nephrons begin to excrete glucose slightly earlier than others, an effect enhanced by SGLT2 inhibitors."
,,,,Renal System,Physiology,Which of the following causes increase in renin level?,Increase plasma osmolarity,Increase sodium delivery to macula densa,Decrease stretch on cardiac receptor,Exercise,None of them,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br>Renin release is stimulated by: 1. Decreased pressure in afferent arteriole (baroreceptors), 2. Decreased Na+ at Macula Densa, 3. Sympathetic stimulation. <b>Decreased Stretch</b> (low pressure) triggers release."
,,,,Renal System,Physiology,Which of the following statements regarding Tmax is correct?,It is the maximum transport of solute,A solute cannot be excreted in urine unless its plasma concentration reaches Tmax,Tmax is same for all solutes,Tmax decreases when renal blood flow increases,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 **Tmax** (Transport Maximum) represents the **maximum rate** (mg/min) at which a substance can be reabsorbed (or secreted) by the renal tubules due to the saturation of carrier proteins.
 
 <b>Option B:</b> This is true for reabsorbed substances (like Glucose) but false for secreted substances.
 
 <b>Option C:</b> Tmax varies for different solutes.
 
 <b>Option D:</b> Tmax is a property of the transporters, not blood flow."
,,,,Renal System,Physiology,Which statement is correct about Tm for glucose in the kidney?,Below Tm -> all glucose excreted,Above Tm -> proportional increase in reabsorption,"Tm represents a maximum rate of reabsorption; beyond this, glucose appears in urine",Tm only applies to urea,None of them,C,"Tm = Transport maximum. Glucose is fully reabsorbed until transporters are saturated (Tm). Above Tm, excess glucose is excreted."
,,,,Renal System,Physiology,Which substance has the lowest renal clearance?,Glucose,PAH,Inulin,Urea,None of them,A,Glucose clearance is normally zero (fully reabsorbed).
,,,,Reproductive System,Pathology,A woman presents with an adnexal mass containing teeth and hair. What is the most likely diagnosis?,Dysgerminoma,Thyroid adenoma,Granulosa cell tumor,Mature cystic teratoma (dermoid cyst),,D,SK-22
,,,,Reproductive System,Pathology,A 4-year-old boy presents with a firm testicular mass and markedly elevated AFP. Which germ cell tumor is most likely?,Yolk sac,Embryonal carcinoma,Choriocarcinoma,Prostate adenocarcinoma,,A,SK-22
,,,,Reproductive System,Pathology,"A 77-year-old man presents with urinary frequency, urgency, nocturia, and difficulty voiding. Which organ is most likely involved?",Urinary bladder,Liver,Urethra,Prostate,,D,SK-22
,,,,Reproductive System,Pathology,"A 22-year-old female presents with ovarian mass. Histology shows tissues from ectoderm, mesoderm, endoderm, and extraembryonic tissue. Diagnosis?",Dysgerminoma,Granulosa cell tumor,Teratoma (mature/immature),Yolk sac tumor,None of them,C,"Teratomas -> contain all 3 germ layers (ectoderm, mesoderm, endoderm). May be mature (benign) or immature (malignant)."
,,,,Reproductive System,Pathology,"A 30-year-old woman presents with fever, lower abdominal pain, and cervical motion tenderness. Pelvic ultrasound suggests salpingitis. What is the normal epithelium of the fallopian tube?",Stratified squamous,Simple cuboidal,Ciliated columnar,Transitional,None of them,C,Fallopian tube: Simple ciliated columnar epithelium (to transport ovum).
,,,,Reproductive System,Pathology,"A cervical smear of a 39-year-old woman shows epithelial atypia involving two-thirds of the epithelial thickness, with loss of polarity and numerous mitotic figures. The basement membrane is intact. What is the most likely diagnosis?",Metaplasia,Moderate dysplasia,Carcinoma in situ,Invasive carcinoma,Hyperplasia,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br>Cervical Intraepithelial Neoplasia (CIN) is graded by the depth of dysplasia:<br>1. CIN I (Mild): Lower 1/3.<br>2. <b>CIN II (Moderate): Lower 2/3</b>.<br>3. CIN III (Severe/CIS): Full thickness.<br>Since the basement membrane is intact, it is not invasive."
,,,,Reproductive System,Pathology,"A female patient came with complain of postmenopausal bleeding, her endometrial biopsy was taken which shows increase endometrial thickness, increase N:C ratio, but basement membrane was intact",Carcinoma in situ,Carcinoma,Hyperplasia,Dysplasia,Metaplasia,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>High-grade cellular atypia (high N:C ratio) that has <b>Not Invaded the Basement Membrane</b> is termed <b>Carcinoma In Situ</b> (or Endometrial Intraepithelial Neoplasia - EIN)."
,,,,Reproductive System,Pathology,A male patient presents with azoospermia but has normal-sized testes and normal testosterone levels. Which of the following is the most likely site of the defect?,Genital epithelium,Epididymis,Sertoli cells,Interstitial cells,None of them,B,Normal testes/testosterone implies production is intact. Azoospermia suggests obstruction. Epididymis obstruction is a common cause.
,,,,Reproductive System,Pathology,"A newborn present with a mass at the base of the spine, which is diagnosed as a sacrococcygeal Teratoma. What is the most likely origin of this tumor?",Primitive streak,Notochord,Neural crest,Endoderm,None of them,A,"Sacrococcygeal Teratomas are believed to arise from pluripotent cells that are remnants of the primitive streak that failed to completely regress in the caudal (tail) region. These residual cells, having the potential to form all germ layers, subsequently differentiate into the various tissues found in the tumor (e.g., bone, hair, muscle, teeth)."
,,,,Reproductive System,Pathology,A young male presents with a painless testicular mass. Histopathology identifies a germ cell tumor. Which of the following types of testicular germ cell tumors is generally considered the most highly radiosensitive?,Seminoma,Teratoma,Embryonal Carcinoma,Choriocarcinoma,None of them,A,"Explanation: Seminoma is classically recognized as the most highly radiosensitive type of testicular germ cell tumor and is the type most likely to be treated with radiation therapy, even in advanced stages."
,,,,Reproductive System,Pathology,Choriocarcinoma spreads via which of the following routes?,Hematogenous,Lymphatics,Direct invasion of adjacent organs,Peritoneal seeding,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 **Choriocarcinoma** is a highly aggressive malignancy of trophoblastic tissue that is notorious for early and extensive **Hematogenous** spread, particularly to the lungs.
 
 <b>Option B:</b> Carcinomas typically spread via lymphatics first, but Choriocarcinoma (like Renal Cell and Hepatocellular CA) is an exception that prefers blood spread.
 
 <b>Option C:</b> Direct invasion occurs but the hallmark metastatic route is blood."
,,,,Reproductive System,Pathology,Counterpart of seminoma in females is,Embyonal cell carcinoma,Immature teratoma,Dysgerminoma,Rete testes,None of them,C,
,,,,Reproductive System,Pathology,"Female patient presents with vaginal discharge. Pap smear shows increased N:C ratio, pleomorphism, atypia, and increased glandular pattern. Likely diagnosis?",Adenocarcinoma,Squamous metaplasia,Carcinoma in situ,Squamous cell carcinoma,Inflammatory/infective atypia,A,"Glandular atypia + high N:C ratio -> suggests endocervical adenocarcinoma. Squamous cell carcinoma -> squamous atypia, not glandular pattern."
,,,,Reproductive System,Pathology,"Patient is presented with ovarian cyst. During its removal doctor found teeth, neural cells and hair cells in cyst. What is the most likely diagnosis?",Teratoma,Neuroma,Choriocarcinoma,Dysgerminoma,None of them,A,"An Ovarian teratoma is a germ cell tumor that differentiates into tissue from all three germ layers (ectoderm, mesoderm, endoderm), explaining teeth, hair, and neural tissue."
,,,,Reproductive System,Pediatrics,A 2-years-old boy presented with hard testicular mass. Investigations revealed a significantly raised AFP. Which germ cell tumor is the likely diagnosis?,Sertoli cell tumor,Yolk sac,Choriocarcinoma,Embryonal carcinoma,None of them,B,The Yolk Sac Tumor is the most common testicular cancer in boys under 3 years old and is characterized by the production of high levels of the tumor marker AFP.
,,,,Reproductive System,Physiology,Which of the following substances cannot cross the placenta?,Carbon dioxide,Water,IgG,Triglycerides,,D,SK-22
,,,,Reproductive System,Physiology,Which respiratory change is typically seen during the third trimester of pregnancy?,Decreased FEV₁/FVC,Increased PaCO₂,Decreased PaO₂,Decreased PaCO₂,,D,SK-22
,,,,Reproductive System,Physiology,Menopause causes decreased ovarian estrogen production with changes in gonadotropin levels. Which hormonal pattern is typical?,"↑ FSH, ↑ LH, ↓ Estrogen",↑ Progesterone,↑ Estrogen,"↓ FSH, ↓ LH",,A,SK-22
,,,,Reproductive System,Physiology,A woman presents with abdominal pain on days 15–18 of her menstrual cycle and undergoes uterine curettage. Which menstrual phase corresponds to these cycle days?,Secretory,Postmenopausal,Premenstrual,Menstrual,,A,SK-22
,,,,Reproductive System,Physiology,During which phase of the uterine cycle does the endometrium become secretory?,Proliferative,Secretory,Postmenopausal,Menstrual,,B,SK-22
,,,,Reproductive System,Physiology,Which of the following is a function of the epididymis?,Sperm production,Ovulation induction,Testosterone synthesis,Sperm maturation and storage,,D,SK-22
,,,,Reproductive System,Physiology,Which hormone influences the formation of the secondary oocyte?,FSH,Hemoglobin,LH,Progesterone,,C,SK-22
,,,,Reproductive System,Physiology,"A couple wants to conceive they took advice from you, you will advise them which of the following hormone will confirm the fertile period",LH,FSH,Progesterone,Estrogen,None of them,A,
,,,,Reproductive System,Physiology,"During the postpartum period, the uterus undergoes involution (regression in size). Which cellular mechanism primarily contributes to the breakdown of uterine tissue?",Apoptosis,Lysosomal enzyme-mediated autolysis,Necrosis,Fibrosis,None of them,B,
,,,,Reproductive System,Physiology,How to confirm ovulation has occurred,A- Estrogen,B- Progesterone,C- Inhibin,D-FSH,E- Pre-ovulatory levels of LH,B,"<span style=""color: #2e7d32""><b>Option B Correct</b></span><br><b>Progesterone</b> is produced by the Corpus Luteum *after* ovulation. Elevated serum progesterone in the mid-luteal phase (Day 21) is the standard test to confirm <b>Ovulation</b>."
,,,,Reproductive System,Physiology,"In which cells is aromatase activity highest, converting androgens to estrogens?",Leydig cells,Granulosa (germinal) cells,Sertoli cells,Theca interna,None of them,B,"Granulosa cells express aromatase, convert testosterone/androstenedione (from Theca cells) to estradiol."
,,,,Reproductive System,Physiology,The first appearance of pubic hair during puberty is called:,Thelarche,Menarche,Pubarche,Adrenarche,None of them,C,Pubarche = appearance of pubic/axillary hair due to adrenal androgen secretion. Thelarche = breast development. Menarche = first menstruation.
,,,,Reproductive System,Physiology,Which cells produce inhibin to inhibit FSH?,Lydig cell,Sertoli cell,Mullirian cell,Endothelial cells,None of them,B,
,,,,Reproductive System,Physiology,Which form of testosterone is most active at the target tissue?,Testosterone,Estradiol,Androstenedione,Dihydrotestosterone (DHT),None of them,D,"DHT is converted from testosterone by 5-alpha reductase in tissues such as prostate, hair follicles. It binds androgen receptors more strongly."
,,,,Reproductive System,Physiology,Which of the following hormone does the pregnancy urine test detect?,Estrogen,Beta-HCG,LH,FSH,Progesterone,B,
,,,,Reproductive System,Physiology,Which of the following hormones is decreased in normal pregnancy?,Progesterone,Estrogen,Androgens,Cortisol,None of them,C,"(Book Answer C). In pregnancy, maternal androgen levels decrease due to placental aromatization to estrogens, protecting the fetus from androgen excess. [Note: Actually total testosterone increases due to SHBG, but free is normal/low. Placenta converts androgens to estrogen. Text says ""decreased... due to placental aromatization"".]"
,,,,Respiratory System,Anatomy,A 25-year-old man sustains a stab wound just below the xiphisternum. The knife penetrates the diaphragm at the level of T6–T7. Which of the following structures is most likely to be injured?,Left ventricle,Right atrium,Right ventricle,Inferior vena cava,Stomach,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br>The <b>Right Ventricle</b> is the most anterior chamber of the heart and lies immediately behind the sternum and xiphoid process. A penetrating injury in this location puts the RV at highest risk.<br><br><b>Option A:</b> The Left Ventricle is located laterally and posteriorly to the Right Ventricle.<br><b>Option B:</b> The Right Atrium forms the right border of the heart."
,,,,Respiratory System,Anatomy,"A 30-year-old construction worker suffers a trauma to the lower neck and upper chest area. Three months later, he presents with swelling above the clavicle on the affected side. Imaging reveals damage to a membrane lining the thoracic inlet. Which anatomical structure is most likely damaged?",Suprapleural membrane (Sibson's fascia),Prevertebral fascia,Carotid sheath,Thoracic duct,Costoclavicular ligament,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span><br>The <b>Suprapleural Membrane (Sibson's Fascia)</b> covers the apex of the lung at the thoracic inlet. Damage here can lead to herniation of the lung apex into the neck, causing a supraclavicular swelling/bulge."
,,,,Respiratory System,Anatomy,"A 35-year-old male is brought to the emergency department following a road traffic accident. He is conscious and oriented. His respiratory rate is 18/min, but on examination, he is noted to be using accessory muscles of respiration. Which of the following muscles is most likely acting as an accessory muscle of respiration in this scenario?",External intercostal,Internal oblique,Serratus anterior,Vastus lateral,Rectus femoris,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br>The <b>Serratus Anterior</b> (along with SCM, Scalenes, and Pectoralis Major/Minor) acts as an <b>Accessory Muscle of Inspiration</b> during labored breathing by elevating the ribs.<br><br><b>Option A:</b> External intercostals are primary muscles of inspiration.<br><b>Option B:</b> Internal obliques are muscles of <i>expiration</i>."
,,,,Respiratory System,Anatomy,"A 35years old male patient present in ER after a blunt chest trauma in a RTA, on examination there was upward displacement of diaphragm during inspiration noted which of the following nerve in injured during RTA?",Long thoracic nerve,Phrenic nerve,Vagus nerve,Intercostal nerve,None of them,B,
,,,,Respiratory System,Anatomy,A 5-year-old boy has accidentally ingested peanuts. In which bronchus will you find it lodged most likely?,Right inferior lobe,Right Superior Lobe,Left Lower Lobe,Left Superior Lobe,Right Middle Lobe,A,"The right main bronchus is wider, shorter and more vertical than the left main bronchus. When a foreign body is aspirated, it is much more likely to fall into the right main bronchus. While the inferior lobe bronchus is a common lodging site within the right lung."
,,,,Respiratory System,Anatomy,"A 65-year-old smoker presents with ptosis, miosis, and anhidrosis on the right side of the face. He also complains of shoulder pain and chronic cough. Chest X-ray shows a mass in the apex of the right lung. Which of the following structures is most likely involved?",Vagus nerve,Phrenic nerve,Sympathetic chain,Recurrent laryngeal nerve,Brachial plexus,C,"<span style=""color: #2e7d32""><b>Option C Correct</b></span><br>The symptoms of Ptosis, Miosis, and Anhidrosis constitute <b>Horner Syndrome</b>. A <b>Pancoast Tumor</b> (Apical Lung Tumor) invades the <b>Cervical Sympathetic Chain</b> (specifically the Stellate Ganglion) to cause this.<br><br><b>Option E:</b> Brachial Plexus invasion (C8-T1) causes the associated arm/shoulder pain and hand weakness."
,,,,Respiratory System,Anatomy,A bedridden patient presents to the ER with sudden onset of SOB. X-rays confirm aspiration of gastric contents into the airways. Which segment of lung is most likely involved?,Lingular lobe,Left Upper lobe,Apical segment of right lower lobe,Posterior lobe of right lung,None of them,C,"In a supine/recumbent patient, the aspirated material follows gravity into the Apical Segment of the Right Lower Lobe or the Posterior Segment of the Upper Lobes."
,,,,Respiratory System,Anatomy,A patient after trauma all muscles of abdomen and chest paralysed still breathing which level injury occur?,C4,Below C5,T4,T12,None of them,A,
,,,,Respiratory System,Anatomy,A patient is presented with Hematemesis. Which vessel will be more likely involved?,Left gastric vein,Right gastric vein,Renal vein,Neck veins,None of them,A,"Left Gastric Vein is a key part of the portal system. In portal hypertension, it dilates (esophageal varices) and its rupture causes hematemesis."
,,,,Respiratory System,Anatomy,A patient presents with a stab injury at the right 3rd Intercostal Space near the sternum. Which of the following muscles is most likely to be directly damaged by the penetrating trauma?,External Intercostal Muscle,Transversus Thoracis Muscle,Diaphragm,Pectoralis Major Muscle,None of them,D,Explanation: The Pectoralis Major Muscle forms the bulk of the anterior chest wall overlying the 3rd ICS and would be the first muscle penetrated by a stab wound at that location. The External Intercostal is deep to the Pectoralis Major.
,,,,Respiratory System,Anatomy,"A patient sustained injuries to the right side of his chest and right hand following an RTA. One year later, he presents with a swelling above the right clavicle that appears after coughing. Which of the following is the most likely cause?",Damage to suprapleural membrane,Subclavian aneurysm,United fracture of right clavicle,Lymphatic obstruction,None,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 The Suprapleural membrane (Sibson's fascia) covers the apex of the lung and prevents it from bulging into the neck. Damage to this membrane can lead to a **Sibson's Hernia** (apical lung hernia), which presents as a supraclavicular swelling that protrudes during increases in intrathoracic pressure (coughing).
 
 <b>Option B:</b> An aneurysm would be pulsatile and not strictly cough-dependent.
 
 <b>Option D:</b> Lymphatic obstruction usually causes non-pitting edema or persistent swelling, not a transient hernia."
,,,,Respiratory System,Anatomy,"A patient sustains a stab wound 2cm deep at the 5th intercostal space, 4cm from the midaxillary line. Which of the following structures is most likely to be damaged?",Intercostal artery,Phrenic nerve,Internal thoracic artery,Thoracic duct,Azygous vein,A,"<span style=""color: #2e7d32""><b>Option A Correct</b></span>
 
 The Intercostal neurovascular bundle (Vein, Artery, Nerve) runs in the costal groove along the lower border of the rib. A stab wound in the intercostal space can easily lacerate the Intercostal Artery.
 
 <b>Option C:</b> The Internal Thoracic Artery runs vertically, parallel to the sternum (anteriorly), far from the midaxillary line.
 
 <b>Option D, E:</b> The Thoracic Duct and Azygous vein are located deep in the posterior mediastinum."
,,,,Respiratory System,Anatomy,"A patient underwent right pneumonectomy for carcinoma involving the right lung. During surgery, the structures at the hilum of the right lung were identified. Which of the following structures lies above the right principal bronchus at the hilum?",Pulmonary artery,Pulmonary vein,Eparterial bronchus,Hyparterial bronchus,None of them,A,"(Note: The question asks what lies *above* the right principal bronchus? Actually, on the right side, the bronchus that is superior is the *Eparterial* bronchus. The pulmonary artery is anterior/inferior to the eparterial bronchus. However, the text option A is Pulmonary Artery. Let's check standard anatomy: Right hilum = Eparterial bronchus is most superior. Pulmonary artery is anterior to it. The answer key selected A. This might be a variation in the question phrasing or source error. Usually, the ""Eparterial bronchus"" is named because it is *above* the artery. So the Artery is *below* the Eparterial bronchus. The Principal bronchus splits. If the question implies the Pulmonary Artery relation to the *Main* bronchus... The Right Pulmonary Artery is anterior to the main bronchus. The Superior Pulmonary Vein is anterior-inferior. The Azygos vein arches over. The question asks ""Which... lies above the right principal bronchus"". Technically the Azygos vein arch. But among options: Pulmonary Artery? The text explanation says: ""Right Lung: The right pulmonary artery lies anterior and superior to the right principal bronchus."" This supports Answer A)."
